330.013,263.96,0.220317,0.0214967,1.19245e-05,1.08626e-06,4.09685e-13,5.21378e-09,3.88795e-12,0.489354,0.455005,webcamRemote
307.341,236.211,0.200476,0.0131703,1.8315e-05,8.27666e-07,3.21798e-12,9.4883e-08,1.69541e-13,0.596226,0.533679,webcamRemote
319.131,230.942,0.211069,0.0175317,3.93841e-06,2.62317e-07,-2.66618e-13,-3.46961e-08,1.69741e-15,0.692855,0.479362,webcamRemote
300.88,246.694,0.209537,0.016738,4.398e-05,4.54236e-06,3.18234e-11,2.26281e-07,5.57601e-11,0.511004,0.496359,phone
230.834,235.304,0.193958,0.0106129,4.85339e-05,3.14679e-06,3.84536e-11,3.20851e-07,-5.80135e-12,0.625624,0.580589,phone
269.411,243.276,0.203093,0.0141612,8.96414e-06,7.65715e-07,-1.42281e-13,-2.69556e-08,-2.00106e-12,0.881565,0.511847,phone
272.001,257.952,0.196176,0.0112747,2.37806e-05,1.08104e-06,4.9869e-12,1.05539e-07,-2.27474e-12,0.560125,0.557722,phone
332.41,233.639,0.209767,0.0168925,2.1411e-05,2.13919e-06,6.84824e-12,1.07883e-07,1.27554e-11,0.508978,0.492769,phone
297.849,207.225,0.207298,0.0158873,2.62691e-06,1.72025e-07,-4.74262e-14,-9.04368e-09,-1.05467e-13,0.888731,0.49197,webcamRemote
299.493,183.534,0.198806,0.0125041,1.60382e-05,5.77887e-07,1.73438e-12,6.39587e-08,-2.95088e-13,0.593939,0.539883,webcamRemote
307.757,178.772,0.218422,0.0207604,9.27509e-06,8.77908e-07,1.17423e-12,5.24183e-08,2.2129e-12,0.495789,0.459888,webcamRemote
318.556,180.62,0.197782,0.0120117,5.80649e-06,3.71321e-07,5.37381e-13,4.01218e-08,-9.21851e-14,0.51867,0.542662,webcamRemote
297.126,160.18,0.203521,0.0144953,9.92342e-06,1.16487e-06,3.89081e-12,1.35584e-07,-7.396e-13,0.860735,0.518922,webcamRemote
338.469,183.935,0.208645,0.0165291,1.29957e-05,9.50216e-07,-1.31504e-12,-5.2995e-08,3.06927e-12,0.56095,0.48702,phone
309.713,221.58,0.207562,0.0160443,1.3704e-05,9.62559e-07,-1.98735e-12,-6.99129e-08,2.87613e-12,0.562309,0.4913,phone
297.328,203.887,0.198472,0.0122127,1.48823e-05,1.17588e-06,4.20463e-12,1.08057e-07,-2.55296e-12,0.65266,0.545377,phone
345.259,233.884,0.193726,0.0104004,5.64623e-05,3.03904e-06,3.22082e-11,2.55825e-07,-2.33968e-11,0.62207,0.588523,phone
301.504,186.414,0.203764,0.0144611,7.66025e-06,6.84927e-07,1.90912e-13,-1.25859e-08,-1.55721e-12,0.898907,0.504144,phone
314.474,186.554,0.220824,0.0207788,0.000890941,0.00032526,1.74383e-07,4.68592e-05,-1.57617e-08,0.493798,0.479811,airpods
249.451,134.685,0.167929,0.000561333,0.000388253,2.36384e-06,3.80554e-11,-1.15667e-08,6.06631e-11,0.541615,0.950271,airpods
265.1,142.813,0.233344,0.0258917,0.00147654,0.000512024,4.452e-07,8.22468e-05,-1.42308e-09,0.465307,0.448574,airpods
241.712,164.329,0.185045,0.00423278,0.0012629,0.00014986,6.36851e-08,9.1967e-06,-1.39496e-08,0.59268,0.697169,airpods
300.248,196.107,0.23224,0.0224027,0.00300943,0.000886311,1.40942e-06,0.000112188,3.29892e-07,0.490206,0.471823,airpods
259.955,157.064,0.198301,0.00982304,0.00031723,0.000186509,4.49685e-08,1.75133e-05,-5.99676e-09,0.51731,0.612248,airpods
268.043,170.81,0.200409,0.0116545,0.000170543,0.000115937,1.62936e-08,1.24983e-05,5.32048e-10,0.630508,0.535303,airpods
314.86,223.443,0.169946,0.000999942,0.000358326,8.46726e-06,1.95737e-10,-1.77794e-07,4.23333e-10,0.723268,0.888838,airpods
267.18,176.697,0.188556,0.0074387,0.000363088,2.74334e-05,-7.27131e-10,-1.73777e-06,2.63963e-09,0.588381,0.626913,airpods
218.117,180.739,0.205066,0.0151966,0.000460656,8.6903e-05,1.53889e-08,8.14948e-06,8.09386e-09,0.606153,0.532258,airpods
288.464,134.059,0.205037,0.0129715,0.000280011,0.000113646,1.99603e-08,8.91265e-06,3.5475e-09,0.51155,0.527586,airpods
285.427,212.86,0.214867,0.0152553,0.00168997,0.000565944,5.36548e-07,5.21327e-05,1.35835e-07,0.506675,0.476239,airpods
366.148,274.956,1.17847,1.32929,0.20663,0.173803,0.0329368,0.200331,9.58968e-05,0.130634,0.181326,backScratcher
226.712,274.439,0.94208,0.843513,0.0143511,0.00959661,0.000112618,0.0088122,-8.59009e-07,0.166546,0.198469,backScratcher
261.239,140.251,1.06287,1.09265,0.0104855,0.0121336,0.00013685,0.0126463,-1.7793e-06,0.221167,0.142003,backScratcher
265.02,196.311,1.20392,1.36191,0.0432307,0.0172067,0.000465453,0.0193828,5.99077e-05,0.130081,0.187161,backScratcher
268.385,234.946,0.254293,0.0294667,0.0013019,0.000780201,7.85658e-07,0.000129779,3.22724e-08,0.377704,0.311002,dacAmp
263.415,212.718,0.28555,0.0435245,0.000559799,0.000136537,3.11903e-08,8.20572e-06,-2.12614e-08,0.256269,0.271059,dacAmp
166.836,183.494,0.243532,0.0229342,0.00449349,0.00332319,1.28418e-05,0.000502364,1.88806e-08,0.493043,0.346669,dacAmp
204.39,201.343,0.256298,0.030811,0.00284425,0.00206251,4.99511e-06,0.000358081,-6.0626e-08,0.413346,0.304427,dacAmp
137.428,301.109,0.211455,0.0149805,0.000209249,0.000118731,1.87144e-08,1.44307e-05,-7.61263e-11,0.43597,0.375117,dacAmp
305.802,162.224,0.287366,0.0440651,0.0136798,0.0119126,0.000152063,0.00246584,1.73289e-06,0.282037,0.318921,mouse
270.633,157.613,0.191818,0.00765404,0.000266494,9.81417e-06,4.63416e-10,-2.4773e-07,1.92761e-10,0.497527,0.505144,mouse
284.365,216.683,0.22242,0.0174035,0.00199859,0.00163443,2.95255e-06,0.000211286,9.31059e-08,0.514407,0.384838,mouse
335.187,200.295,0.213246,0.0137774,0.00137043,0.000992013,1.15611e-06,0.000112923,3.55105e-08,0.517819,0.449141,mouse
354.94,196.307,0.21031,0.0150895,0.00061462,0.000444177,2.31505e-07,5.20735e-05,1.63281e-08,0.479233,0.406087,mouse
253.17,176.827,0.203348,0.0111227,0.000624076,0.000567795,3.37808e-07,5.97194e-05,-1.11424e-08,0.489679,0.467038,mouse
242.767,251.335,0.250893,0.00128588,0.000208426,0.00198601,7.23023e-07,-1.88477e-05,-1.05352e-06,0.431513,0.848236,mouse
